Kingdom,Phylum,Class,Order,Family,Genus,Species,ASVs,S13_cyc_100_cont,S14_cyc_100_cont,S15_cyc_100_cont,S16_cyc_100_Fe,S17_cyc_100_Fe,S18_cyc_100_Fe,S19_cyc_DCM_cont,S20_cyc_DCM_cont,S21_cyc_DCM_cont,S22_cyc_DCM_Fe,S23_cyc_DCM_Fe,S24_cyc_DCM_Fe,S67_anti_100_cont,S68_anti_100_cont,S69_anti_100_cont,S70_anti_100_Fe,S71_anti_100_Fe,S72_anti_100_Fe,S73_anti_DCM_cont,S74_anti_DCM_cont,S75_anti_DCM_cont,S76_anti_DCM_Fe,S77_anti_DCM_Fe,S78_anti_DCM_Fe
Bacteria,Proteobacteria,Gammaproteobacteria,Thiotrichales,Thiotrichaceae,NA,NA,ASV_397,20,19,15,15,35,15,12,3,3,15,10,7,12,25,30,25,13,9,24,8,10,7,8,10
Bacteria,Proteobacteria,Gammaproteobacteria,Steroidobacterales,Woeseiaceae,Woeseia,NA,ASV_398,18,18,9,14,17,10,14,18,3,22,30,23,3,6,0,2,0,2,48,31,10,18,15,19
Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,NS9_marine_group,NA,NA,ASV_399,25,18,10,16,20,15,51,14,18,29,53,30,0,0,0,0,1,0,8,7,10,12,8,3
Bacteria,Verrucomicrobiota,Verrucomicrobiae,Arctic97B-4_marine_group,NA,NA,NA,ASV_400,23,38,25,31,36,37,18,6,4,7,11,9,0,3,1,1,0,0,13,25,16,23,10,11
Bacteria,Cyanobacteria,Cyanobacteriia,Synechococcales,Cyanobiaceae,Prochlorococcus_MIT9313,NA,ASV_401,2,0,2,0,0,1,0,0,0,2,1,0,49,71,77,78,23,39,0,0,1,2,0,0
Bacteria,Proteobacteria,Alphaproteobacteria,SAR11_clade,Clade_II,NA,NA,ASV_402,1,6,9,9,3,14,2,3,7,2,4,0,20,54,45,29,22,29,21,15,11,20,11,10
Bacteria,Cyanobacteria,Cyanobacteriia,Chloroplast,NA,NA,NA,ASV_403,11,13,2,8,8,11,52,28,43,38,49,50,0,0,1,0,2,0,2,6,2,13,4,3
Bacteria,Proteobacteria,Alphaproteobacteria,SAR11_clade,Clade_IV,NA,NA,ASV_404,21,18,17,15,21,24,10,5,8,7,28,18,5,27,27,12,18,15,12,13,12,6,0,6
Bacteria,Cyanobacteria,Cyanobacteriia,Chloroplast,NA,NA,NA,ASV_405,12,9,4,16,19,21,44,33,49,38,46,53,0,0,0,0,0,0,0,1,0,0,0,0
Bacteria,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio,NA,ASV_406,0,56,4,0,0,6,0,0,0,1,28,1,7,5,22,142,18,49,0,2,0,1,2,0
Bacteria,Proteobacteria,Alphaproteobacteria,SAR11_clade,NA,NA,NA,ASV_407,12,7,24,11,14,24,16,11,17,8,35,26,5,10,12,9,8,3,15,19,16,22,10,9
Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Pseudoalteromonadaceae,Pseudoalteromonas,NA,ASV_408,0,0,0,0,1,0,0,1,0,0,0,0,1,3,51,206,11,65,0,1,0,0,2,1
Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,NA,NA,NA,ASV_409,3,8,10,10,9,3,12,5,1,13,25,27,9,20,26,20,20,8,20,25,17,27,8,14
Bacteria,Proteobacteria,Alphaproteobacteria,SAR11_clade,Clade_II,NA,NA,ASV_410,3,13,17,19,7,24,30,21,34,11,46,22,0,3,4,7,1,1,17,9,14,14,8,15
Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,NS9_marine_group,NA,NA,ASV_411,27,28,22,30,29,23,11,18,3,32,50,64,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria,Cyanobacteria,Cyanobacteriia,Synechococcales,Cyanobiaceae,Synechococcus_CC9902,NA,ASV_412,21,30,7,24,13,44,14,9,3,8,24,34,4,4,7,3,0,9,15,17,15,16,7,8
Bacteria,Actinobacteriota,Acidimicrobiia,Actinomarinales,Actinomarinaceae,Candidatus_Actinomarina,NA,ASV_413,17,31,14,9,22,11,13,6,10,17,21,12,1,16,14,12,10,9,28,11,10,15,9,15
Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,NS9_marine_group,NA,NA,ASV_414,14,9,9,16,13,13,31,46,8,29,46,67,3,7,6,0,4,2,4,2,2,0,1,1
Bacteria,Proteobacteria,Gammaproteobacteria,KI89A_clade,NA,NA,NA,ASV_415,3,5,9,2,4,0,5,4,2,3,2,1,11,25,32,32,26,10,42,22,17,31,19,26
Bacteria,Proteobacteria,Alphaproteobacteria,SAR11_clade,Clade_II,NA,NA,ASV_416,16,19,18,36,20,23,11,11,17,11,23,14,6,18,12,8,11,7,10,8,4,11,3,14
Bacteria,Proteobacteria,Alphaproteobacteria,SAR11_clade,Clade_I,Clade_Ib,NA,ASV_417,9,4,16,5,5,11,4,2,7,4,4,2,17,40,55,39,27,30,11,14,4,4,6,11
Bacteria,Cyanobacteria,Cyanobacteriia,Synechococcales,Cyanobiaceae,Prochlorococcus_MIT9313,NA,ASV_418,12,23,19,17,16,17,28,10,17,15,39,27,2,0,1,6,0,0,18,14,16,16,3,14
Bacteria,Bdellovibrionota,Oligoflexia,Oligoflexales,NA,NA,NA,ASV_419,48,12,14,6,6,43,24,26,1,62,39,47,0,0,0,0,1,0,0,0,0,0,0,0
Bacteria,Marinimicrobia_(SAR406_clade),NA,NA,NA,NA,NA,ASV_420,9,5,7,5,7,5,66,24,23,41,58,53,0,0,0,0,0,0,5,1,7,4,5,3
Bacteria,Proteobacteria,Alphaproteobacteria,SAR11_clade,Clade_I,Clade_Ia,NA,ASV_421,17,15,25,18,13,26,14,10,14,2,16,12,17,22,22,21,19,11,7,5,7,3,4,7
Bacteria,Dadabacteria,Dadabacteriia,Dadabacteriales,NA,NA,NA,ASV_422,10,13,7,9,9,18,23,19,24,25,43,30,0,2,0,0,3,0,14,22,11,18,16,11
Bacteria,Proteobacteria,Gammaproteobacteria,SAR86_clade,NA,NA,NA,ASV_423,25,37,13,14,28,15,28,33,23,14,46,41,0,1,0,0,0,0,0,4,1,1,1,1
Archaea,Thermoplasmatota,Thermoplasmata,Marine_Group_II,NA,NA,NA,ASV_424,27,28,31,27,22,24,21,7,19,3,10,9,3,6,10,3,6,7,15,8,9,16,4,7
Bacteria,Proteobacteria,Alphaproteobacteria,SAR11_clade,Clade_I,Clade_Ib,NA,ASV_425,14,17,18,11,18,30,28,10,14,6,22,19,7,10,10,15,7,5,12,12,9,16,8,4
Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Erythrobacter,NA,ASV_426,4,19,4,1,12,14,14,9,13,1,46,100,3,3,8,19,3,10,4,20,3,5,4,3
Bacteria,Chloroflexi,Dehalococcoidia,SAR202_clade,NA,NA,NA,ASV_427,4,9,6,5,8,5,15,9,6,3,16,12,11,14,40,27,31,9,10,12,24,25,15,6
Bacteria,Actinobacteriota,Acidimicrobiia,Actinomarinales,Actinomarinaceae,Candidatus_Actinomarina,NA,ASV_428,18,17,13,10,10,12,8,12,16,14,23,20,4,14,10,15,11,9,24,17,14,9,10,11
Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Pseudoalteromonadaceae,Pseudoalteromonas,NA,ASV_429,22,0,3,19,0,24,49,0,1,0,0,0,0,5,61,66,16,32,4,6,3,3,2,4
Bacteria,Marinimicrobia_(SAR406_clade),NA,NA,NA,NA,NA,ASV_430,17,17,8,9,15,12,10,13,14,12,29,16,8,15,21,11,16,11,10,14,6,12,9,15
Bacteria,Proteobacteria,Alphaproteobacteria,SAR11_clade,Clade_II,NA,NA,ASV_431,1,3,6,3,0,2,1,3,1,3,3,3,19,46,37,40,28,19,20,20,9,26,12,15
Bacteria,Cyanobacteria,Cyanobacteriia,Synechococcales,Cyanobiaceae,Synechococcus_CC9902,NA,ASV_432,0,2,0,1,2,1,0,0,0,9,0,2,39,55,52,68,45,44,0,0,0,0,0,0
Bacteria,Proteobacteria,Alphaproteobacteria,SAR11_clade,Clade_I,Clade_Ib,NA,ASV_433,0,3,1,1,1,2,0,0,1,0,1,1,23,57,60,27,39,31,13,16,12,15,6,9
Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,NS9_marine_group,NA,NA,ASV_434,31,14,11,16,19,21,32,8,29,25,50,41,0,0,0,0,0,0,1,10,1,6,2,0
Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Magnetospiraceae,NA,NA,ASV_435,30,25,17,23,17,20,14,12,5,4,14,15,5,14,8,14,1,2,19,9,13,16,8,10
Bacteria,Proteobacteria,Gammaproteobacteria,HOC36,NA,NA,NA,ASV_436,26,19,11,18,11,20,8,11,3,13,18,19,5,14,14,6,6,13,21,13,9,20,10,7
Bacteria,Proteobacteria,Alphaproteobacteria,SAR11_clade,Clade_I,Clade_Ib,NA,ASV_437,5,9,10,7,10,4,8,3,11,5,15,8,9,26,18,17,6,8,29,32,19,26,16,14
Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,NS4_marine_group,NA,ASV_438,69,43,9,35,46,58,2,3,13,4,17,9,0,1,1,0,0,0,2,1,1,0,0,0
Bacteria,Desulfobacterota,NA,NA,NA,NA,NA,ASV_439,18,34,13,33,21,24,16,22,20,27,26,28,0,0,0,0,0,0,1,13,4,4,8,2
Bacteria,Proteobacteria,Alphaproteobacteria,SAR11_clade,Clade_II,NA,NA,ASV_440,11,7,14,11,8,19,23,13,14,12,29,21,5,9,1,0,1,0,19,25,20,19,15,18
Bacteria,Cyanobacteria,Cyanobacteriia,Chloroplast,NA,NA,NA,ASV_441,14,23,10,14,23,12,11,11,9,14,15,22,13,11,13,22,17,15,6,6,13,7,7,5
Bacteria,Proteobacteria,Gammaproteobacteria,SAR86_clade,NA,NA,NA,ASV_442,3,3,1,5,6,1,3,2,3,4,3,4,22,33,57,32,29,24,11,23,7,15,12,10
Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,NS9_marine_group,NA,NA,ASV_443,28,24,18,33,18,24,23,11,14,16,49,53,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Cyclobacteriaceae,Marinoscillum,NA,ASV_444,10,9,14,6,4,9,12,10,6,10,14,22,22,20,26,21,13,24,12,12,9,9,11,6
Archaea,Thermoplasmatota,Thermoplasmata,Marine_Group_II,NA,NA,NA,ASV_445,2,0,0,1,1,1,34,17,9,9,14,25,1,3,1,2,3,1,29,31,39,58,18,12
Bacteria,Proteobacteria,Alphaproteobacteria,SAR11_clade,Clade_I,Clade_Ia,NA,ASV_446,25,16,15,17,11,15,11,6,11,6,16,13,9,21,25,26,11,10,8,8,9,7,6,7
Archaea,Thermoplasmatota,Thermoplasmata,Thermoplasmata_or,Thermoplasmata_fa,Marine_Group_III,NA,ASV_447,0,7,1,2,0,0,4,3,0,6,3,8,9,21,36,25,19,13,24,25,21,37,31,14
Bacteria,Proteobacteria,Alphaproteobacteria,SAR11_clade,Clade_I,Clade_Ia,NA,ASV_448,23,31,41,19,12,31,13,8,14,11,37,11,2,14,10,7,4,3,2,6,2,2,3,2
Bacteria,Proteobacteria,Gammaproteobacteria,SAR86_clade,NA,NA,NA,ASV_449,20,14,7,16,12,10,26,16,22,13,31,36,0,3,1,1,0,0,18,13,10,19,11,9
Bacteria,Marinimicrobia_(SAR406_clade),NA,NA,NA,NA,NA,ASV_450,0,0,0,0,0,0,3,1,2,3,7,3,5,5,8,1,1,2,60,32,49,52,37,37
Bacteria,Cyanobacteria,Cyanobacteriia,Synechococcales,Cyanobiaceae,Prochlorococcus_MIT9313,NA,ASV_451,10,8,1,7,5,7,41,21,19,35,43,52,0,0,0,0,0,0,10,14,16,7,8,3
Bacteria,Proteobacteria,Alphaproteobacteria,Puniceispirillales,SAR116_clade,NA,NA,ASV_452,31,46,33,19,30,31,13,7,18,11,22,14,0,4,2,3,0,3,4,2,1,4,5,2
Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,S25-593,NA,NA,ASV_453,2,2,0,0,1,1,0,1,0,1,0,0,21,39,67,43,29,18,13,14,16,14,8,15
Bacteria,Proteobacteria,Gammaproteobacteria,SAR86_clade,NA,NA,NA,ASV_454,27,42,15,25,29,12,21,18,12,11,17,19,6,3,12,5,4,3,4,3,3,4,6,3
Bacteria,Cyanobacteria,Cyanobacteriia,Chloroplast,NA,NA,NA,ASV_455,15,8,4,8,13,7,20,40,21,49,47,70,0,0,0,0,1,0,0,0,0,0,0,0
Bacteria,Proteobacteria,Alphaproteobacteria,SAR11_clade,Clade_II,NA,NA,ASV_456,3,6,2,0,3,6,2,3,0,0,3,2,19,46,61,29,37,30,10,9,10,10,7,5
Bacteria,Proteobacteria,Alphaproteobacteria,SAR11_clade,Clade_I,Clade_Ib,NA,ASV_457,12,7,24,11,13,11,7,17,15,2,15,9,2,9,5,9,12,3,30,18,14,20,18,19
Bacteria,Proteobacteria,Alphaproteobacteria,SAR11_clade,Clade_I,Clade_Ia,NA,ASV_458,9,12,14,16,11,18,14,17,14,5,26,9,4,17,18,16,17,7,10,16,9,8,8,7
Bacteria,Proteobacteria,Alphaproteobacteria,SAR11_clade,Clade_I,Clade_Ia,NA,ASV_459,27,27,25,20,27,33,18,16,18,14,37,19,0,4,4,4,1,0,0,2,1,0,0,3
Bacteria,Proteobacteria,Alphaproteobacteria,Puniceispirillales,SAR116_clade,Candidatus_Puniceispirillum,NA,ASV_460,25,27,15,24,22,38,22,17,21,21,39,19,3,0,1,2,0,0,2,0,0,2,0,0
Bacteria,Proteobacteria,Alphaproteobacteria,SAR11_clade,Clade_II,NA,NA,ASV_461,12,9,20,12,16,24,15,8,12,6,19,14,4,24,12,17,13,6,10,6,10,10,6,13
Bacteria,Planctomycetota,Phycisphaerae,Phycisphaerales,Phycisphaeraceae,CL500-3,NA,ASV_462,11,38,25,24,29,38,7,14,30,13,19,46,0,0,0,0,0,0,1,2,0,0,1,0
Bacteria,Proteobacteria,Gammaproteobacteria,KI89A_clade,NA,NA,NA,ASV_463,9,13,4,8,12,5,0,0,2,0,1,6,23,41,76,37,27,17,5,3,0,3,6,0
Bacteria,Bdellovibrionota,Bdellovibrionia,Bacteriovoracales,Bacteriovoracaceae,Halobacteriovorax,NA,ASV_464,2,0,0,0,0,0,0,0,0,0,0,0,27,48,0,152,0,69,0,0,0,0,0,0
Bacteria,Proteobacteria,Gammaproteobacteria,OM182_clade,NA,NA,NA,ASV_465,29,31,17,25,16,12,3,9,9,14,24,14,7,8,22,11,6,3,7,12,1,11,4,2
Bacteria,Marinimicrobia_(SAR406_clade),NA,NA,NA,NA,NA,ASV_466,22,32,7,14,19,23,23,16,29,24,36,52,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria,Proteobacteria,Alphaproteobacteria,Defluviicoccales,NA,NA,NA,ASV_467,10,8,10,11,12,14,7,1,11,2,5,2,11,17,31,19,19,14,27,18,8,21,10,9
Bacteria,SAR324_clade(Marine_group_B),NA,NA,NA,NA,NA,ASV_468,8,5,16,10,5,13,18,9,17,14,21,17,5,6,6,7,10,7,28,11,12,30,15,7
Bacteria,Marinimicrobia_(SAR406_clade),NA,NA,NA,NA,NA,ASV_469,6,8,1,2,7,2,16,10,6,9,18,2,6,11,16,11,15,16,29,21,25,29,13,18
Bacteria,Actinobacteriota,Acidimicrobiia,Actinomarinales,Actinomarinaceae,Candidatus_Actinomarina,NA,ASV_470,17,20,15,7,15,15,14,5,18,10,16,16,0,12,23,6,5,7,25,11,16,4,6,13
Bacteria,Proteobacteria,Gammaproteobacteria,Steroidobacterales,Woeseiaceae,Woeseia,NA,ASV_471,15,36,13,15,18,11,20,18,0,17,48,31,0,1,0,0,1,0,6,8,4,9,14,11
Bacteria,Proteobacteria,Alphaproteobacteria,NA,NA,NA,NA,ASV_472,5,8,1,9,4,8,16,12,3,4,16,21,12,17,18,17,18,13,19,20,15,19,9,12
Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,NS5_marine_group,NA,ASV_473,22,15,12,11,9,19,10,16,13,16,18,18,8,9,13,7,1,4,16,23,6,7,12,10
Bacteria,SAR324_clade(Marine_group_B),NA,NA,NA,NA,NA,ASV_474,12,19,12,14,17,29,21,15,16,13,28,21,3,4,7,9,3,4,8,9,6,13,5,6
Bacteria,Cyanobacteria,Cyanobacteriia,Synechococcales,Cyanobiaceae,Prochlorococcus_MIT9313,NA,ASV_475,0,0,0,0,1,0,0,0,0,0,0,0,28,40,69,49,26,25,7,11,15,13,3,7
Bacteria,Proteobacteria,Alphaproteobacteria,SAR11_clade,Clade_I,Clade_Ib,NA,ASV_476,19,20,18,13,10,17,18,11,23,9,26,15,0,6,16,4,11,2,8,9,8,14,13,2
Bacteria,Actinobacteriota,Acidimicrobiia,Actinomarinales,Actinomarinaceae,Candidatus_Actinomarina,NA,ASV_477,16,18,17,4,7,11,11,8,22,15,22,20,6,9,13,15,8,6,16,12,10,7,8,10
Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,NS7_marine_group,NA,NA,ASV_478,23,48,19,27,23,19,5,5,9,7,24,24,5,4,16,6,0,2,5,7,2,6,4,0
Bacteria,Proteobacteria,Alphaproteobacteria,SAR11_clade,NA,NA,NA,ASV_479,7,4,9,1,1,8,2,0,2,0,4,2,19,45,37,31,22,19,17,16,11,10,12,11
Bacteria,Proteobacteria,Gammaproteobacteria,SAR86_clade,NA,NA,NA,ASV_480,3,1,2,1,6,3,1,2,4,1,2,6,21,27,53,29,26,20,14,9,6,26,16,11
Bacteria,Proteobacteria,Alphaproteobacteria,Thalassobaculales,Nisaeaceae,OM75_clade,NA,ASV_481,2,2,3,3,0,3,0,0,0,1,0,1,21,17,21,18,15,7,27,25,29,53,24,18
Bacteria,Proteobacteria,Alphaproteobacteria,SAR11_clade,Clade_II,NA,NA,ASV_482,9,9,15,14,10,12,22,7,21,17,32,31,3,2,2,4,0,1,10,22,7,14,11,14
Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,Sediminibacterium,salmoneum,ASV_483,2,7,1,2,2,1,89,1,5,0,77,99,0,0,0,0,2,0,0,0,0,0,1,0
Bacteria,Verrucomicrobiota,Verrucomicrobiae,Arctic97B-4_marine_group,NA,NA,NA,ASV_484,19,44,18,37,27,33,2,0,7,7,13,12,2,3,1,0,0,0,7,14,14,15,8,5
Bacteria,Proteobacteria,Alphaproteobacteria,SAR11_clade,Clade_II,NA,NA,ASV_485,18,17,17,18,21,18,17,10,16,11,46,21,0,1,2,1,1,0,12,7,8,9,9,8
Bacteria,Proteobacteria,Alphaproteobacteria,SAR11_clade,Clade_II,NA,NA,ASV_486,16,15,17,3,20,24,8,6,20,8,17,13,4,25,14,9,12,9,9,10,5,9,8,7
Bacteria,Proteobacteria,Alphaproteobacteria,SAR11_clade,Clade_I,Clade_Ia,NA,ASV_487,23,23,36,22,23,23,14,8,14,6,11,5,4,9,7,10,11,7,13,4,5,3,3,3
Bacteria,Proteobacteria,Alphaproteobacteria,Puniceispirillales,SAR116_clade,NA,NA,ASV_488,32,40,24,16,10,22,20,9,11,7,16,17,3,7,5,5,0,1,7,11,3,12,5,3
Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,NA,NA,ASV_489,22,66,30,45,32,44,3,4,6,0,2,4,6,2,10,4,2,4,0,0,0,0,0,0
Bacteria,Actinobacteriota,Acidimicrobiia,Actinomarinales,Actinomarinaceae,Candidatus_Actinomarina,NA,ASV_490,18,16,16,12,13,21,12,10,13,10,18,15,2,6,9,9,10,11,16,14,9,4,6,14
Bacteria,Proteobacteria,Alphaproteobacteria,SAR11_clade,Clade_I,Clade_Ib,NA,ASV_491,5,11,5,10,7,10,6,3,2,0,7,3,9,45,32,44,22,12,13,7,9,11,5,6
Bacteria,Proteobacteria,Alphaproteobacteria,SAR11_clade,Clade_I,Clade_Ib,NA,ASV_492,10,9,21,6,13,17,21,14,14,14,25,22,2,7,5,5,4,4,16,13,14,10,9,8
Bacteria,Proteobacteria,Alphaproteobacteria,SAR11_clade,Clade_I,Clade_Ib,NA,ASV_493,16,26,14,16,14,18,21,9,21,15,28,33,2,6,6,3,2,2,3,1,7,5,4,10
Bacteria,Planctomycetota,Planctomycetes,Pirellulales,Pirellulaceae,Blastopirellula,NA,ASV_494,14,57,20,33,14,40,17,16,7,13,22,20,0,0,1,0,0,0,1,3,2,0,0,2
Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,NS5_marine_group,NA,ASV_495,32,53,30,22,12,53,8,4,9,11,4,5,0,3,10,15,4,3,0,3,0,0,0,0
Bacteria,Desulfobacterota,Desulfuromonadia,PB19,NA,NA,NA,ASV_496,17,29,11,38,32,14,1,0,0,2,1,2,2,3,4,3,2,4,11,19,27,21,19,19
Bacteria,Proteobacteria,Alphaproteobacteria,SAR11_clade,Clade_I,Clade_Ib,NA,ASV_497,12,17,20,7,5,20,5,2,7,8,9,8,8,23,30,10,13,19,12,4,3,14,12,13
Bacteria,Proteobacteria,Alphaproteobacteria,SAR11_clade,Clade_I,Clade_Ib,NA,ASV_498,2,11,11,11,6,7,18,10,14,5,17,9,12,32,26,19,9,10,12,16,4,6,5,9
Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Pseudoalteromonadaceae,Pseudoalteromonas,denitrificans,ASV_499,0,83,0,0,0,0,151,0,1,21,15,3,0,0,0,0,0,3,0,0,0,1,0,3
Bacteria,Proteobacteria,Alphaproteobacteria,SAR11_clade,Clade_I,Clade_Ib,NA,ASV_500,15,8,17,6,14,21,9,6,9,7,25,14,4,20,20,9,7,8,13,12,12,13,6,5
Bacteria,Cyanobacteria,Cyanobacteriia,Synechococcales,Cyanobiaceae,Prochlorococcus_MIT9313,NA,ASV_501,12,6,13,12,9,20,20,7,10,5,12,26,0,10,4,2,3,5,13,16,26,22,14,13
Bacteria,Proteobacteria,Gammaproteobacteria,SAR86_clade,NA,NA,NA,ASV_502,18,22,17,9,22,17,40,16,16,10,32,37,0,0,0,0,0,0,4,6,2,6,1,4
Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,Alteromonas,NA,ASV_503,2,28,3,4,5,9,9,0,2,0,8,34,7,18,16,64,3,24,1,18,1,5,12,4
Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,NS2b_marine_group,NA,ASV_504,1,0,1,0,0,0,1,0,0,0,0,0,5,4,0,2,2,4,41,38,42,54,49,33
Bacteria,Proteobacteria,Alphaproteobacteria,SAR11_clade,Clade_I,Clade_Ia,NA,ASV_505,9,18,20,9,6,18,14,9,12,7,23,20,4,27,16,7,11,1,9,12,4,9,5,6
Bacteria,Myxococcota,Myxococcia,Myxococcales,Myxococcaceae,P3OB-42,NA,ASV_506,8,9,5,3,13,9,13,5,6,3,12,20,1,6,4,6,1,0,22,22,23,51,14,20
Bacteria,Proteobacteria,Alphaproteobacteria,SAR11_clade,NA,NA,NA,ASV_507,10,10,8,12,3,11,22,18,10,8,25,20,3,9,14,9,8,4,21,14,18,8,5,5
Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,NS9_marine_group,NA,NA,ASV_508,7,10,4,8,5,5,54,23,4,32,26,66,2,0,0,1,1,0,3,7,4,0,8,4
Bacteria,Verrucomicrobiota,Verrucomicrobiae,Opitutales,Puniceicoccaceae,MB11C04_marine_group,NA,ASV_509,19,27,14,23,10,15,9,13,4,4,10,20,10,20,25,12,6,8,4,8,2,2,6,2
Bacteria,Proteobacteria,Gammaproteobacteria,KI89A_clade,NA,NA,NA,ASV_510,10,8,8,14,9,5,3,0,0,0,8,6,15,28,59,43,34,12,2,2,3,2,1,1
Bacteria,Proteobacteria,Alphaproteobacteria,SAR11_clade,Clade_II,NA,NA,ASV_511,14,15,18,20,16,13,21,11,14,10,29,13,3,6,5,0,5,2,14,8,10,10,4,11
Bacteria,Proteobacteria,Alphaproteobacteria,SAR11_clade,Clade_II,NA,NA,ASV_512,9,7,7,8,3,10,6,1,5,9,7,3,8,33,40,36,17,12,15,3,9,16,3,4
Bacteria,Proteobacteria,Alphaproteobacteria,SAR11_clade,Clade_II,NA,NA,ASV_513,15,18,18,11,10,18,10,6,14,2,17,8,6,14,17,10,7,7,13,9,12,17,5,6
Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,NS9_marine_group,NA,NA,ASV_514,35,16,7,14,10,23,40,5,6,16,21,35,2,3,3,0,0,0,2,4,7,4,11,5
Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,NS7_marine_group,NA,NA,ASV_515,35,43,32,28,29,53,1,1,5,2,4,6,2,7,5,3,7,5,0,0,0,0,0,0
Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,NS9_marine_group,NA,NA,ASV_516,13,18,5,7,3,8,5,7,14,13,22,20,3,8,12,6,8,1,26,20,11,17,17,4
Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Magnetospiraceae,Magnetospira,NA,ASV_517,3,4,3,6,3,10,9,1,0,4,5,0,30,36,47,11,13,15,9,14,14,12,8,11
Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,S25-593,NA,NA,ASV_518,2,1,2,9,2,2,0,2,0,0,0,0,27,29,19,21,19,8,16,21,22,20,19,27
Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,NS2b_marine_group,NA,ASV_519,1,1,0,1,0,0,0,0,0,0,0,0,33,54,58,48,27,39,0,1,1,3,1,0
Bacteria,Cyanobacteria,Cyanobacteriia,Synechococcales,Cyanobiaceae,Prochlorococcus_MIT9313,NA,ASV_520,0,0,0,0,1,0,0,0,0,0,0,0,26,60,50,51,41,36,0,1,1,0,1,0
Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Magnetospiraceae,NA,NA,ASV_521,17,19,22,16,14,13,15,12,14,13,27,28,5,3,4,9,5,4,9,0,3,9,2,4
Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Ralstonia,NA,ASV_522,8,23,8,2,22,9,12,4,6,13,14,14,2,3,23,2,0,2,31,22,11,14,7,15
Bacteria,Proteobacteria,Alphaproteobacteria,SAR11_clade,Clade_I,Clade_Ib,NA,ASV_523,6,1,4,3,3,7,14,10,2,3,11,9,3,9,7,7,2,2,24,33,31,32,19,25
Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Cyclobacteriaceae,Marinoscillum,NA,ASV_524,1,3,1,0,1,2,0,0,0,1,0,0,18,19,26,10,25,17,23,24,20,27,22,27
Bacteria,Chloroflexi,Dehalococcoidia,SAR202_clade,NA,NA,NA,ASV_525,0,4,2,0,0,0,1,1,1,0,4,0,16,20,18,10,21,10,22,38,25,29,23,22
Bacteria,SAR324_clade(Marine_group_B),NA,NA,NA,NA,NA,ASV_526,26,42,30,19,28,29,18,4,12,9,16,13,2,4,4,2,0,3,1,0,0,3,1,0
Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,NA,NA,ASV_527,17,14,9,14,8,28,7,12,8,6,20,8,6,11,12,8,7,0,11,12,12,15,10,11
Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,Alteromonas,mediterranea,ASV_528,1,43,4,3,4,5,2,1,1,0,1,31,5,11,11,70,3,42,3,2,1,7,11,4
Bacteria,Proteobacteria,NA,NA,NA,NA,NA,ASV_529,10,8,8,8,12,1,1,3,8,2,6,8,10,26,44,22,17,11,5,14,21,8,3,9
